Transaction Date,Day of Week,Month,Quarter,Financial Year,Outlet ID,Outlet Name,Area,Product ID,Product Name,Category,Units Sold,Unit Price,Gross Sales,Discount %,Discount Amount,Net Sales,GST %,GST Amount,Total Bill,Payment Mode,Customer Count,Average Bill Size,Peak Hour Sales %,Weather,Special Event,Holiday,Stock Availability,Employee Shift,Manager Name,Remarks
2025-08-08,Friday,August,Q2 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD002,Veg Burger,Burgers,65,150,9750,0.05,487.5,9262.5,5,463.12,9725.62,Cash,45,216.12,48.65,Rainy,None,No,Available,Evening,Aditya Verma,5% Discount Day
2025-08-08,Friday,August,Q2 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD003,French Fries,Sides,57,100,5700,0.05,285.0,5415.0,5,270.75,5685.75,UPI,42,135.38,48.65,Rainy,None,No,Available,Evening,Aditya Verma,5% Discount Day
2025-08-08,Friday,August,Q2 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD001,Chicken Burger,Burgers,62,195,12090,0.0,0.0,12090.0,5,604.5,12694.5,Cash,48,264.47,54.14,Rainy,None,No,Available,Morning,Sneha Hegde,Heavy Rainfall - Lower Footfall
2025-08-08,Friday,August,Q2 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD002,Veg Burger,Burgers,54,140,7560,0.0,0.0,7560.0,5,378.0,7938.0,UPI,40,198.45,54.14,Rainy,None,No,Available,Morning,Sneha Hegde,Heavy Rainfall - Lower Footfall
2025-08-08,Friday,August,Q2 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD003,French Fries,Sides,46,90,4140,0.0,0.0,4140.0,5,207.0,4347.0,Credit Card,36,120.75,54.14,Rainy,None,No,Available,Morning,Sneha Hegde,Heavy Rainfall - Lower Footfall
2025-08-08,Friday,August,Q2 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD001,Chicken Burger,Burgers,59,180,10620,0.0,0.0,10620.0,5,531.0,11151.0,UPI,48,232.31,48.97,Rainy,None,No,Available,Full Day,Rohan Das,Normal Operations
2025-08-08,Friday,August,Q2 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD002,Veg Burger,Burgers,50,130,6500,0.0,0.0,6500.0,5,325.0,6825.0,UPI,40,170.62,48.97,Rainy,None,No,Available,Full Day,Rohan Das,Normal Operations
2025-08-08,Friday,August,Q2 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD003,French Fries,Sides,47,85,3995,0.0,0.0,3995.0,5,199.75,4194.75,UPI,37,113.37,48.97,Rainy,None,No,Available,Full Day,Rohan Das,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD001,Chicken Burger,Burgers,144,220,31680,0.0,0.0,31680.0,5,1584.0,33264.0,UPI,97,342.93,60.12,Overcast,None,No,Available,Full Day,Aarav Sharma,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD002,Veg Burger,Burgers,131,160,20960,0.0,0.0,20960.0,5,1048.0,22008.0,Credit Card,94,234.13,60.12,Overcast,None,No,Available,Full Day,Aarav Sharma,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD003,French Fries,Sides,108,110,11880,0.0,0.0,11880.0,5,594.0,12474.0,Credit Card,77,162.0,60.12,Overcast,None,No,Available,Full Day,Aarav Sharma,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT002,Koramangala,South,PRD001,Chicken Burger,Burgers,75,215,16125,0.0,0.0,16125.0,5,806.25,16931.25,Cash,61,277.56,74.3,Overcast,None,No,Shortage,Full Day,Ananya Iyer,Stock Shortage of Chicken Burger
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT002,Koramangala,South,PRD002,Veg Burger,Burgers,97,155,15035,0.0,0.0,15035.0,5,751.75,15786.75,Credit Card,73,216.26,74.3,Overcast,None,No,Available,Full Day,Ananya Iyer,Normal Operations (Shortage of Chicken Burger)
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT002,Koramangala,South,PRD003,French Fries,Sides,94,105,9870,0.0,0.0,9870.0,5,493.5,10363.5,UPI,63,164.5,74.3,Overcast,None,No,Available,Full Day,Ananya Iyer,Normal Operations (Shortage of Chicken Burger)
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT003,Whitefield,East,PRD001,Chicken Burger,Burgers,94,220,20680,0.0,0.0,20680.0,5,1034.0,21714.0,UPI,70,310.2,57.01,Overcast,None,No,Available,Full Day,Rahul Nair,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT003,Whitefield,East,PRD002,Veg Burger,Burgers,101,160,16160,0.0,0.0,16160.0,5,808.0,16968.0,UPI,83,204.43,57.01,Overcast,None,No,Available,Full Day,Rahul Nair,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT003,Whitefield,East,PRD003,French Fries,Sides,78,110,8580,0.0,0.0,8580.0,5,429.0,9009.0,Cash,53,169.98,57.01,Overcast,None,No,Available,Full Day,Rahul Nair,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT004,Electronic City,South,PRD001,Chicken Burger,Burgers,48,200,9600,0.1,960.0,8640.0,5,432.0,9072.0,UPI,37,245.19,46.86,Overcast,None,No,Available,Full Day,Priyanka Sen,Combo Offer Applied
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT004,Electronic City,South,PRD002,Veg Burger,Burgers,37,145,5365,0.1,536.5,4828.5,5,241.43,5069.93,Cash,30,169.0,46.86,Overcast,None,No,Available,Full Day,Priyanka Sen,Combo Offer Applied
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT004,Electronic City,South,PRD003,French Fries,Sides,34,95,3230,0.1,323.0,2907.0,5,145.35,3052.35,Credit Card,24,127.18,46.86,Overcast,None,No,Available,Full Day,Priyanka Sen,Combo Offer Applied
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT005,MG Road,Central,PRD001,Chicken Burger,Burgers,115,225,25875,0.0,0.0,25875.0,5,1293.75,27168.75,Credit Card,93,292.14,58.26,Overcast,None,No,Available,Full Day,Vikram Malhotra,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT005,MG Road,Central,PRD002,Veg Burger,Burgers,101,165,16665,0.0,0.0,16665.0,5,833.25,17498.25,UPI,71,246.45,58.26,Overcast,None,No,Available,Full Day,Vikram Malhotra,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT005,MG Road,Central,PRD003,French Fries,Sides,88,115,10120,0.0,0.0,10120.0,5,506.0,10626.0,UPI,60,177.1,58.26,Overcast,None,No,Available,Full Day,Vikram Malhotra,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT006,Jayanagar,South,PRD001,Chicken Burger,Burgers,106,210,22260,0.0,0.0,22260.0,5,1113.0,23373.0,UPI,73,320.18,54.01,Overcast,Local Event,No,Available,Full Day,Siddharth Rao,Local Event - High Footfall
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT006,Jayanagar,South,PRD002,Veg Burger,Burgers,99,150,14850,0.0,0.0,14850.0,5,742.5,15592.5,UPI,78,199.9,54.01,Overcast,Local Event,No,Available,Full Day,Siddharth Rao,Local Event - High Footfall
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT006,Jayanagar,South,PRD003,French Fries,Sides,94,100,9400,0.0,0.0,9400.0,5,470.0,9870.0,UPI,78,126.54,54.01,Overcast,Local Event,No,Available,Full Day,Siddharth Rao,Local Event - High Footfall
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT007,Malleshwaram,West,PRD001,Chicken Burger,Burgers,83,190,15770,0.0,0.0,15770.0,5,788.5,16558.5,Debit Card,68,243.51,47.38,Overcast,None,No,Available,Full Day,Meera Krishnan,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT007,Malleshwaram,West,PRD002,Veg Burger,Burgers,81,140,11340,0.0,0.0,11340.0,5,567.0,11907.0,Credit Card,57,208.89,47.38,Overcast,None,No,Available,Full Day,Meera Krishnan,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT007,Malleshwaram,West,PRD003,French Fries,Sides,72,90,6480,0.0,0.0,6480.0,5,324.0,6804.0,UPI,53,128.38,47.38,Overcast,None,No,Available,Full Day,Meera Krishnan,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD001,Chicken Burger,Burgers,103,205,21115,0.0,0.0,21115.0,5,1055.75,22170.75,Credit Card,71,312.26,54.45,Overcast,None,No,Available,Full Day,Aditya Verma,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD002,Veg Burger,Burgers,88,150,13200,0.0,0.0,13200.0,5,660.0,13860.0,UPI,59,234.92,54.45,Overcast,None,No,Available,Full Day,Aditya Verma,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD003,French Fries,Sides,75,100,7500,0.0,0.0,7500.0,5,375.0,7875.0,Credit Card,57,138.16,54.45,Overcast,None,No,Available,Full Day,Aditya Verma,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD001,Chicken Burger,Burgers,81,195,15795,0.0,0.0,15795.0,5,789.75,16584.75,UPI,59,281.1,54.1,Overcast,None,No,Available,Full Day,Sneha Hegde,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD002,Veg Burger,Burgers,77,140,10780,0.0,0.0,10780.0,5,539.0,11319.0,Credit Card,55,205.8,54.1,Overcast,None,No,Available,Full Day,Sneha Hegde,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD003,French Fries,Sides,66,90,5940,0.0,0.0,5940.0,5,297.0,6237.0,Credit Card,44,141.75,54.1,Overcast,None,No,Available,Full Day,Sneha Hegde,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD001,Chicken Burger,Burgers,78,180,14040,0.0,0.0,14040.0,5,702.0,14742.0,Credit Card,54,273.0,51.05,Overcast,None,No,Available,Full Day,Rohan Das,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD002,Veg Burger,Burgers,72,130,9360,0.0,0.0,9360.0,5,468.0,9828.0,UPI,51,192.71,51.05,Overcast,None,No,Available,Full Day,Rohan Das,Normal Operations
2025-08-09,Saturday,August,Q2 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD003,French Fries,Sides,57,85,4845,0.0,0.0,4845.0,5,242.25,5087.25,UPI,45,113.05,51.05,Overcast,None,No,Available,Full Day,Rohan Das,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD001,Chicken Burger,Burgers,146,220,32120,0.0,0.0,32120.0,5,1606.0,33726.0,UPI,111,303.84,51.43,Overcast,None,No,Available,Full Day,Aarav Sharma,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD002,Veg Burger,Burgers,139,160,22240,0.0,0.0,22240.0,5,1112.0,23352.0,Cash,114,204.84,51.43,Overcast,None,No,Available,Full Day,Aarav Sharma,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD003,French Fries,Sides,100,110,11000,0.0,0.0,11000.0,5,550.0,11550.0,Debit Card,81,142.59,51.43,Overcast,None,No,Available,Full Day,Aarav Sharma,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT002,Koramangala,South,PRD001,Chicken Burger,Burgers,117,215,25155,0.0,0.0,25155.0,5,1257.75,26412.75,UPI,90,293.48,69.23,Overcast,None,No,Available,Full Day,Ananya Iyer,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT002,Koramangala,South,PRD002,Veg Burger,Burgers,102,155,15810,0.0,0.0,15810.0,5,790.5,16600.5,Debit Card,73,227.4,69.23,Overcast,None,No,Available,Full Day,Ananya Iyer,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT002,Koramangala,South,PRD003,French Fries,Sides,96,105,10080,0.0,0.0,10080.0,5,504.0,10584.0,Wallet,68,155.65,69.23,Overcast,None,No,Available,Full Day,Ananya Iyer,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT003,Whitefield,East,PRD001,Chicken Burger,Burgers,96,220,21120,0.0,0.0,21120.0,5,1056.0,22176.0,UPI,69,321.39,59.57,Overcast,None,No,Available,Full Day,Rahul Nair,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT003,Whitefield,East,PRD002,Veg Burger,Burgers,85,160,13600,0.0,0.0,13600.0,5,680.0,14280.0,UPI,58,246.21,59.57,Overcast,None,No,Available,Full Day,Rahul Nair,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT003,Whitefield,East,PRD003,French Fries,Sides,83,110,9130,0.0,0.0,9130.0,5,456.5,9586.5,Cash,60,159.78,59.57,Overcast,None,No,Available,Full Day,Rahul Nair,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT004,Electronic City,South,PRD001,Chicken Burger,Burgers,45,200,9000,0.0,0.0,9000.0,5,450.0,9450.0,UPI,32,295.31,49.75,Overcast,None,No,Available,Evening,Priyanka Sen,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT004,Electronic City,South,PRD002,Veg Burger,Burgers,43,145,6235,0.0,0.0,6235.0,5,311.75,6546.75,UPI,30,218.22,49.75,Overcast,None,No,Available,Evening,Priyanka Sen,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT004,Electronic City,South,PRD003,French Fries,Sides,32,95,3040,0.0,0.0,3040.0,5,152.0,3192.0,UPI,23,138.78,49.75,Overcast,None,No,Available,Evening,Priyanka Sen,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT005,MG Road,Central,PRD001,Chicken Burger,Burgers,123,225,27675,0.0,0.0,27675.0,5,1383.75,29058.75,UPI,93,312.46,58.07,Overcast,None,No,Available,Evening,Vikram Malhotra,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT005,MG Road,Central,PRD002,Veg Burger,Burgers,113,165,18645,0.0,0.0,18645.0,5,932.25,19577.25,Debit Card,93,210.51,58.07,Overcast,None,No,Available,Evening,Vikram Malhotra,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT005,MG Road,Central,PRD003,French Fries,Sides,88,115,10120,0.0,0.0,10120.0,5,506.0,10626.0,UPI,66,161.0,58.07,Overcast,None,No,Available,Evening,Vikram Malhotra,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT006,Jayanagar,South,PRD001,Chicken Burger,Burgers,99,210,20790,0.0,0.0,20790.0,5,1039.5,21829.5,UPI,81,269.5,52.22,Overcast,None,No,Available,Full Day,Siddharth Rao,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT006,Jayanagar,South,PRD002,Veg Burger,Burgers,83,150,12450,0.0,0.0,12450.0,5,622.5,13072.5,Credit Card,60,217.88,52.22,Overcast,None,No,Available,Full Day,Siddharth Rao,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT006,Jayanagar,South,PRD003,French Fries,Sides,72,100,7200,0.0,0.0,7200.0,5,360.0,7560.0,Credit Card,51,148.24,52.22,Overcast,None,No,Available,Full Day,Siddharth Rao,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT007,Malleshwaram,West,PRD001,Chicken Burger,Burgers,81,190,15390,0.0,0.0,15390.0,5,769.5,16159.5,UPI,61,264.91,47.73,Overcast,None,No,Available,Full Day,Meera Krishnan,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT007,Malleshwaram,West,PRD002,Veg Burger,Burgers,83,140,11620,0.0,0.0,11620.0,5,581.0,12201.0,Credit Card,62,196.79,47.73,Overcast,None,No,Available,Full Day,Meera Krishnan,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT007,Malleshwaram,West,PRD003,French Fries,Sides,62,90,5580,0.0,0.0,5580.0,5,279.0,5859.0,Credit Card,47,124.66,47.73,Overcast,None,No,Available,Full Day,Meera Krishnan,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD001,Chicken Burger,Burgers,91,205,18655,0.05,932.75,17722.25,5,886.11,18608.36,UPI,71,262.09,48.01,Overcast,None,No,Available,Full Day,Aditya Verma,5% Discount Day
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD002,Veg Burger,Burgers,80,150,12000,0.05,600.0,11400.0,5,570.0,11970.0,UPI,56,213.75,48.01,Overcast,None,No,Available,Full Day,Aditya Verma,5% Discount Day
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD003,French Fries,Sides,74,100,7400,0.05,370.0,7030.0,5,351.5,7381.5,Credit Card,52,141.95,48.01,Overcast,None,No,Available,Full Day,Aditya Verma,5% Discount Day
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD001,Chicken Burger,Burgers,95,195,18525,0.0,0.0,18525.0,5,926.25,19451.25,UPI,78,249.38,53.06,Overcast,None,No,Available,Full Day,Sneha Hegde,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD002,Veg Burger,Burgers,87,140,12180,0.0,0.0,12180.0,5,609.0,12789.0,Credit Card,60,213.15,53.06,Overcast,None,No,Available,Full Day,Sneha Hegde,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD003,French Fries,Sides,69,90,6210,0.0,0.0,6210.0,5,310.5,6520.5,UPI,49,133.07,53.06,Overcast,None,No,Available,Full Day,Sneha Hegde,Normal Operations
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD001,Chicken Burger,Burgers,53,180,9540,0.0,0.0,9540.0,5,477.0,10017.0,Credit Card,40,250.43,54.66,Overcast,None,No,Shortage,Full Day,Rohan Das,Stock Shortage of Chicken Burger
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD002,Veg Burger,Burgers,66,130,8580,0.0,0.0,8580.0,5,429.0,9009.0,UPI,50,180.18,54.66,Overcast,None,No,Available,Full Day,Rohan Das,Normal Operations (Shortage of Chicken Burger)
2025-08-10,Sunday,August,Q2 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD003,French Fries,Sides,57,85,4845,0.0,0.0,4845.0,5,242.25,5087.25,UPI,43,118.31,54.66,Overcast,None,No,Available,Full Day,Rohan Das,Normal Operations (Shortage of Chicken Burger)
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD001,Chicken Burger,Burgers,91,220,20020,0.0,0.0,20020.0,5,1001.0,21021.0,Credit Card,65,323.4,53.32,Sunny,None,No,Available,Evening,Aarav Sharma,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD002,Veg Burger,Burgers,85,160,13600,0.0,0.0,13600.0,5,680.0,14280.0,UPI,59,242.03,53.32,Sunny,None,No,Available,Evening,Aarav Sharma,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD003,French Fries,Sides,84,110,9240,0.0,0.0,9240.0,5,462.0,9702.0,UPI,60,161.7,53.32,Sunny,None,No,Available,Evening,Aarav Sharma,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT002,Koramangala,South,PRD001,Chicken Burger,Burgers,84,215,18060,0.0,0.0,18060.0,5,903.0,18963.0,UPI,60,316.05,64.56,Sunny,None,No,Available,Evening,Ananya Iyer,Normal Operations (Shortage of Veg Burger)
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT002,Koramangala,South,PRD002,Veg Burger,Burgers,50,155,7750,0.0,0.0,7750.0,5,387.5,8137.5,Debit Card,37,219.93,64.56,Sunny,None,No,Shortage,Evening,Ananya Iyer,Stock Shortage of Veg Burger
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT002,Koramangala,South,PRD003,French Fries,Sides,65,105,6825,0.0,0.0,6825.0,5,341.25,7166.25,Cash,49,146.25,64.56,Sunny,None,No,Available,Evening,Ananya Iyer,Normal Operations (Shortage of Veg Burger)
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT003,Whitefield,East,PRD001,Chicken Burger,Burgers,76,220,16720,0.0,0.0,16720.0,5,836.0,17556.0,UPI,55,319.2,63.26,Sunny,None,No,Available,Evening,Rahul Nair,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT003,Whitefield,East,PRD002,Veg Burger,Burgers,59,160,9440,0.0,0.0,9440.0,5,472.0,9912.0,UPI,44,225.27,63.26,Sunny,None,No,Available,Evening,Rahul Nair,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT003,Whitefield,East,PRD003,French Fries,Sides,52,110,5720,0.0,0.0,5720.0,5,286.0,6006.0,Credit Card,43,139.67,63.26,Sunny,None,No,Available,Evening,Rahul Nair,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT004,Electronic City,South,PRD001,Chicken Burger,Burgers,98,200,19600,0.0,0.0,19600.0,5,980.0,20580.0,Cash,80,257.25,56.52,Sunny,None,No,Available,Morning,Priyanka Sen,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT004,Electronic City,South,PRD002,Veg Burger,Burgers,89,145,12905,0.0,0.0,12905.0,5,645.25,13550.25,Credit Card,64,211.72,56.52,Sunny,None,No,Available,Morning,Priyanka Sen,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT004,Electronic City,South,PRD003,French Fries,Sides,70,95,6650,0.0,0.0,6650.0,5,332.5,6982.5,Debit Card,51,136.91,56.52,Sunny,None,No,Available,Morning,Priyanka Sen,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT005,MG Road,Central,PRD001,Chicken Burger,Burgers,69,225,15525,0.0,0.0,15525.0,5,776.25,16301.25,Credit Card,53,307.57,46.5,Sunny,None,No,Available,Evening,Vikram Malhotra,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT005,MG Road,Central,PRD002,Veg Burger,Burgers,57,165,9405,0.0,0.0,9405.0,5,470.25,9875.25,UPI,47,210.11,46.5,Sunny,None,No,Available,Evening,Vikram Malhotra,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT005,MG Road,Central,PRD003,French Fries,Sides,56,115,6440,0.0,0.0,6440.0,5,322.0,6762.0,Debit Card,43,157.26,46.5,Sunny,None,No,Available,Evening,Vikram Malhotra,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT006,Jayanagar,South,PRD001,Chicken Burger,Burgers,67,210,14070,0.0,0.0,14070.0,5,703.5,14773.5,Credit Card,50,295.47,46.73,Sunny,None,No,Available,Morning,Siddharth Rao,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT006,Jayanagar,South,PRD002,Veg Burger,Burgers,57,150,8550,0.0,0.0,8550.0,5,427.5,8977.5,UPI,43,208.78,46.73,Sunny,None,No,Available,Morning,Siddharth Rao,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT006,Jayanagar,South,PRD003,French Fries,Sides,51,100,5100,0.0,0.0,5100.0,5,255.0,5355.0,Credit Card,39,137.31,46.73,Sunny,None,No,Available,Morning,Siddharth Rao,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT007,Malleshwaram,West,PRD001,Chicken Burger,Burgers,56,190,10640,0.0,0.0,10640.0,5,532.0,11172.0,UPI,40,279.3,51.47,Sunny,None,No,Available,Morning,Meera Krishnan,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT007,Malleshwaram,West,PRD002,Veg Burger,Burgers,58,140,8120,0.0,0.0,8120.0,5,406.0,8526.0,Cash,42,203.0,51.47,Sunny,None,No,Available,Morning,Meera Krishnan,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT007,Malleshwaram,West,PRD003,French Fries,Sides,51,90,4590,0.0,0.0,4590.0,5,229.5,4819.5,Credit Card,39,123.58,51.47,Sunny,None,No,Available,Morning,Meera Krishnan,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD001,Chicken Burger,Burgers,63,205,12915,0.0,0.0,12915.0,5,645.75,13560.75,Credit Card,48,282.52,48.5,Sunny,None,No,Available,Full Day,Aditya Verma,Brief Power Outage - Slow Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD002,Veg Burger,Burgers,60,150,9000,0.0,0.0,9000.0,5,450.0,9450.0,UPI,46,205.43,48.5,Sunny,None,No,Available,Full Day,Aditya Verma,Brief Power Outage - Slow Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD003,French Fries,Sides,50,100,5000,0.0,0.0,5000.0,5,250.0,5250.0,Credit Card,35,150.0,48.5,Sunny,None,No,Available,Full Day,Aditya Verma,Brief Power Outage - Slow Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD001,Chicken Burger,Burgers,61,195,11895,0.0,0.0,11895.0,5,594.75,12489.75,UPI,44,283.86,52.39,Sunny,None,No,Available,Evening,Sneha Hegde,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD002,Veg Burger,Burgers,54,140,7560,0.0,0.0,7560.0,5,378.0,7938.0,UPI,41,193.61,52.39,Sunny,None,No,Available,Evening,Sneha Hegde,Normal Operations
2025-08-11,Monday,August,Q2 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD003,French Fries,Sides,45,90,4050,0.0,0.0,4050.0,5,202.5,4252.5,Credit Card,30,141.75,52.39,Sunny,None,No,Available,Evening,Sneha Hegde,Normal Operations
